epoch,step,train_loss_epoch,train_loss_step,val_acc,val_loss
7,6399,2.2351999282836914,,,
8,6449,,2.1842477321624756,,
8,6499,,2.107485294342041,,
8,6549,,2.241506814956665,,
8,6599,,2.021448850631714,,
8,6649,,2.173452138900757,,
8,6699,,2.134415864944458,,
8,6749,,2.1219847202301025,,
8,6799,,2.301457166671753,,
8,6849,,2.127023935317993,,
8,6899,,2.0387110710144043,,
8,6949,,2.0470004081726074,,
8,6999,,2.005535840988159,,
8,7049,,2.287511110305786,,
8,7099,,2.035994291305542,,
8,7149,,2.0755863189697266,,
8,7199,,2.0910322666168213,,
8,7199,,,0.6028398275375366,2.367964744567871
8,7199,2.1062159538269043,,,
9,7249,,2.0379486083984375,,
9,7299,,2.090003490447998,,
9,7349,,1.8013379573822021,,
9,7399,,1.9479637145996094,,
9,7449,,2.1108462810516357,,
9,7499,,1.913892149925232,,
9,7549,,2.035142183303833,,
9,7599,,1.9482479095458984,,
9,7649,,1.821969985961914,,
9,7699,,2.0331077575683594,,
9,7749,,1.9982656240463257,,
9,7799,,1.9497323036193848,,
9,7849,,2.0374722480773926,,
9,7899,,1.8313807249069214,,
9,7949,,1.9959489107131958,,
9,7999,,2.0276083946228027,,
9,7999,,,0.6137044429779053,2.285445213317871
9,7999,1.990344762802124,,,
10,8049,,1.8841445446014404,,
10,8099,,1.7777996063232422,,
10,8149,,1.9430956840515137,,
10,8199,,1.8503178358078003,,
10,8249,,1.8964838981628418,,
10,8299,,1.7632558345794678,,
10,8349,,1.9857509136199951,,
10,8399,,1.7961753606796265,,
10,8449,,1.8055763244628906,,
10,8499,,1.8826168775558472,,
10,8549,,1.6708452701568604,,
10,8599,,1.854750633239746,,
10,8649,,1.9116591215133667,,
10,8699,,1.8759665489196777,,
10,8749,,1.9690134525299072,,
10,8799,,1.7593543529510498,,
10,8799,,,0.6232091784477234,2.21614146232605
10,8799,1.8827846050262451,,,
11,8849,,1.8189313411712646,,
11,8899,,1.8151432275772095,,
11,8949,,1.7746882438659668,,
11,8999,,1.9041953086853027,,
11,9049,,1.6694035530090332,,
11,9099,,1.8886897563934326,,
11,9149,,1.6377997398376465,,
11,9199,,1.6534991264343262,,
11,9249,,1.7615838050842285,,
11,9299,,1.7462124824523926,,
11,9349,,1.7961369752883911,,
11,9399,,1.8423454761505127,,
11,9449,,1.8729209899902344,,
11,9499,,1.877338171005249,,
11,9549,,1.7807443141937256,,
11,9599,,1.8019927740097046,,
11,9599,,,0.6310871839523315,2.1522274017333984
11,9599,1.7846931219100952,,,
12,9649,,1.7839189767837524,,
12,9699,,1.7535912990570068,,
12,9749,,1.645018458366394,,
12,9799,,1.7588441371917725,,
12,9849,,1.7330787181854248,,
12,9899,,1.6944106817245483,,
12,9949,,1.6049413681030273,,
12,9999,,1.5688735246658325,,
12,10049,,1.6652828454971313,,
12,10099,,1.6414967775344849,,
12,10149,,1.6082127094268799,,
12,10199,,1.728371262550354,,
12,10249,,1.607531189918518,,
12,10299,,1.8467755317687988,,
12,10349,,1.7022192478179932,,
12,10399,,1.696433186531067,,
12,10399,,,0.6392695307731628,2.0970942974090576
12,10399,1.6928820610046387,,,
13,10449,,1.6001741886138916,,
13,10499,,1.530439019203186,,
13,10549,,1.5787452459335327,,
13,10599,,1.7358676195144653,,
13,10649,,1.5391883850097656,,
13,10699,,1.5649064779281616,,
13,10749,,1.6018438339233398,,
13,10799,,1.681662678718567,,
13,10849,,1.5529543161392212,,
13,10899,,1.6443785429000854,,
13,10949,,1.8764245510101318,,
13,10999,,1.624065637588501,,
13,11049,,1.7654540538787842,,
13,11099,,1.7198220491409302,,
13,11149,,1.5043554306030273,,
13,11199,,1.4664216041564941,,
13,11199,,,0.6483035683631897,2.042447805404663
13,11199,1.6076877117156982,,,
14,11249,,1.6889923810958862,,
14,11299,,1.5341918468475342,,
14,11349,,1.5906572341918945,,
14,11399,,1.4249142408370972,,
14,11449,,1.4054217338562012,,
14,11499,,1.4974308013916016,,
14,11549,,1.5499908924102783,,
14,11599,,1.634737253189087,,
14,11649,,1.57135808467865,,
14,11699,,1.4692611694335938,,
14,11749,,1.4684863090515137,,
14,11799,,1.6590789556503296,,
14,11849,,1.579796314239502,,
14,11899,,1.533623218536377,,
14,11949,,1.4704910516738892,,
14,11999,,1.4976272583007812,,
14,11999,,,0.6560548543930054,1.9927775859832764
14,11999,1.528018593788147,,,
15,12049,,1.4347467422485352,,
15,12099,,1.4162061214447021,,
15,12149,,1.3767796754837036,,
15,12199,,1.2952128648757935,,
15,12249,,1.4659804105758667,,
15,12299,,1.5683531761169434,,
15,12349,,1.3623998165130615,,
15,12399,,1.482918381690979,,
15,12449,,1.4941903352737427,,
15,12499,,1.5138216018676758,,
15,12549,,1.4283891916275024,,
15,12599,,1.5518710613250732,,
15,12649,,1.583728313446045,,
15,12699,,1.3453682661056519,,
15,12749,,1.697224736213684,,
15,12799,,1.4661575555801392,,
15,12799,,,0.6629186272621155,1.9510880708694458
15,12799,1.4529523849487305,,,
16,12849,,1.3321382999420166,,
16,12899,,1.3012304306030273,,
16,12949,,1.3709608316421509,,
16,12999,,1.401771903038025,,
16,13049,,1.2671396732330322,,
16,13099,,1.301539659500122,,
16,13149,,1.287194848060608,,
16,13199,,1.381762981414795,,
16,13249,,1.3496609926223755,,
16,13299,,1.4246243238449097,,
16,13349,,1.263792872428894,,
16,13399,,1.3528900146484375,,
16,13449,,1.3082693815231323,,
16,13499,,1.4192557334899902,,
16,13549,,1.4201573133468628,,
16,13599,,1.2701936960220337,,
16,13599,,,0.6705756187438965,1.9052681922912598
16,13599,1.38254976272583,,,
17,13649,,1.2686530351638794,,
17,13699,,1.260645866394043,,
17,13749,,1.278857946395874,,
17,13799,,1.5106196403503418,,
17,13849,,1.1464754343032837,,
17,13899,,1.2448444366455078,,
17,13949,,1.3357692956924438,,
17,13999,,1.3150807619094849,,
17,14049,,1.2954381704330444,,
17,14099,,1.2516189813613892,,
17,14149,,1.2660512924194336,,
17,14199,,1.1962792873382568,,
17,14249,,1.3607310056686401,,
17,14299,,1.3399227857589722,,
17,14349,,1.4491270780563354,,
17,14399,,1.3853473663330078,,
17,14399,,,0.6749182343482971,1.8691794872283936
17,14399,1.3161059617996216,,,
18,14449,,1.2394250631332397,,
18,14499,,1.3492308855056763,,
18,14549,,1.3136038780212402,,
18,14599,,1.2312883138656616,,
18,14649,,1.240685224533081,,
18,14699,,1.3776764869689941,,
18,14749,,1.2076752185821533,,
18,14799,,1.253172755241394,,
18,14849,,1.3193798065185547,,
18,14899,,1.2278436422348022,,
18,14949,,1.173782229423523,,
18,14999,,1.490818977355957,,
18,15049,,1.2308907508850098,,
18,15099,,1.2054917812347412,,
18,15149,,1.3553522825241089,,
18,15199,,1.2874506711959839,,
18,15199,,,0.6804671287536621,1.8389809131622314
18,15199,1.2542498111724854,,,
19,15249,,1.150183081626892,,
19,15299,,1.1334141492843628,,
19,15349,,1.1901113986968994,,
19,15399,,1.19833505153656,,
19,15449,,1.0295214653015137,,
19,15499,,1.17635178565979,,
19,15549,,1.0809099674224854,,
19,15599,,1.1031683683395386,,
19,15649,,1.2132803201675415,,
19,15699,,1.2058932781219482,,
19,15749,,1.1492406129837036,,
19,15799,,1.0746718645095825,,
19,15849,,1.3532929420471191,,
19,15899,,1.0977410078048706,,
19,15949,,1.2429611682891846,,
19,15999,,1.2964496612548828,,
19,15999,,,0.6845347285270691,1.8080886602401733
19,15999,1.1946958303451538,,,
20,16049,,1.03159761428833,,
20,16099,,1.064303994178772,,
20,16149,,1.137739896774292,,
20,16199,,1.1289252042770386,,
20,16249,,1.1340781450271606,,
20,16299,,1.1635823249816895,,
20,16349,,1.1475871801376343,,
20,16399,,1.2035868167877197,,
20,16449,,1.0840907096862793,,
20,16499,,1.12529456615448,,
20,16549,,1.128859281539917,,
20,16599,,1.0222681760787964,,
20,16649,,1.2412383556365967,,
20,16699,,1.0885015726089478,,
20,16749,,1.2353132963180542,,
20,16799,,1.1694190502166748,,
20,16799,,,0.6903777718544006,1.77787446975708
20,16799,1.1398316621780396,,,
21,16849,,0.954659104347229,,
21,16899,,1.095069169998169,,
21,16949,,1.06791090965271,,
21,16999,,1.215683102607727,,
21,17049,,1.1002718210220337,,
21,17099,,1.010510802268982,,
21,17149,,0.9927719235420227,,
21,17199,,1.095870018005371,,
21,17249,,0.9575337171554565,,
21,17299,,1.069461464881897,,
21,17349,,1.2843053340911865,,
21,17399,,1.0566762685775757,,
21,17449,,1.0367523431777954,,
21,17499,,1.0227349996566772,,
21,17549,,1.2333935499191284,,
21,17599,,1.173966884613037,,
21,17599,,,0.6953899264335632,1.7484347820281982
21,17599,1.0873932838439941,,,
22,17649,,1.0560998916625977,,
22,17699,,0.9883907437324524,,
22,17749,,1.0067898035049438,,
22,17799,,1.173882007598877,,
22,17849,,0.9362977743148804,,
22,17899,,1.04404878616333,,
22,17949,,1.0657281875610352,,
22,17999,,1.0029962062835693,,
22,18049,,1.1522969007492065,,
22,18099,,1.0274862051010132,,
22,18149,,0.8998315930366516,,
22,18199,,1.0693973302841187,,
22,18249,,0.9606813192367554,,
22,18299,,1.0708706378936768,,
22,18349,,1.1036750078201294,,
22,18399,,1.0001190900802612,,
22,18399,,,0.700257420539856,1.7244511842727661
22,18399,1.0377988815307617,,,
23,18449,,0.8586176633834839,,
23,18499,,0.9775358438491821,,
23,18549,,1.0205472707748413,,
23,18599,,1.0517196655273438,,
23,18649,,1.0048073530197144,,
23,18699,,0.9420105218887329,,
23,18749,,1.0077956914901733,,
23,18799,,0.9622618556022644,,
23,18849,,0.8620748519897461,,
23,18899,,0.9068602919578552,,
23,18949,,0.8950597047805786,,
23,18999,,1.0303913354873657,,
23,19049,,0.9098681211471558,,
23,19099,,1.0236752033233643,,
23,19149,,0.9514248371124268,,
23,19199,,0.8980061411857605,,
23,19199,,,0.7036973237991333,1.7039614915847778
23,19199,0.9918522238731384,,,
24,19249,,0.9015606045722961,,
24,19299,,0.9058624505996704,,
24,19349,,0.9429702162742615,,
24,19399,,0.9705885052680969,,
24,19449,,0.9106630086898804,,
24,19499,,0.9761204719543457,,
24,19549,,1.0067079067230225,,
24,19599,,0.8344106078147888,,
24,19649,,1.043897032737732,,
24,19699,,0.7803119421005249,,
24,19749,,0.868522047996521,,
24,19799,,1.1223530769348145,,
24,19849,,1.0456554889678955,,
24,19899,,0.980379581451416,,
24,19949,,1.0037189722061157,,
24,19999,,0.9804807305335999,,
24,19999,,,0.706152617931366,1.687029480934143
24,19999,0.9470551609992981,,,
25,20049,,0.8262360692024231,,
25,20099,,0.9176734685897827,,
25,20149,,0.8814890384674072,,
25,20199,,0.9051998853683472,,
25,20249,,0.9172356128692627,,
25,20299,,0.9107418656349182,,
25,20349,,0.9866830110549927,,
25,20399,,0.8868769407272339,,
25,20449,,0.9698786735534668,,
25,20499,,0.9498810172080994,,
25,20549,,0.8390879034996033,,
25,20599,,0.8772594928741455,,
25,20649,,0.8952794671058655,,
25,20699,,0.9278182983398438,,
25,20749,,0.9025082588195801,,
25,20799,,0.9210913181304932,,
25,20799,,,0.7095138430595398,1.665379285812378
25,20799,0.9054709672927856,,,
26,20849,,0.7503860592842102,,
26,20899,,0.811999499797821,,
26,20949,,0.9343061447143555,,
26,20999,,0.886841356754303,,
26,21049,,0.9013181328773499,,
26,21099,,0.9197868704795837,,
26,21149,,0.9200962781906128,,
26,21199,,0.9974406957626343,,
26,21249,,0.9384665489196777,,
26,21299,,0.8754947781562805,,
26,21349,,0.9112823605537415,,
26,21399,,0.833650529384613,,
26,21449,,0.8145539164543152,,
26,21499,,0.8530476689338684,,
26,21549,,0.8382861614227295,,
26,21599,,0.9253844618797302,,
26,21599,,,0.7117435336112976,1.6519947052001953
26,21599,0.8662185668945312,,,
27,21649,,0.8630220890045166,,
27,21699,,0.7533523440361023,,
27,21749,,0.7674828171730042,,
27,21799,,0.7814544439315796,,
27,21849,,0.8123270273208618,,
27,21899,,0.8750457167625427,,
27,21949,,0.8547940850257874,,
27,21999,,0.7287118434906006,,
27,22049,,0.8902283906936646,,
27,22099,,0.795357882976532,,
27,22149,,0.8041592836380005,,
27,22199,,0.7510275840759277,,
27,22249,,0.9024075269699097,,
27,22299,,0.8132613301277161,,
27,22349,,0.8128312230110168,,
27,22399,,0.7710704803466797,,
27,22399,,,0.714198887348175,1.6362534761428833
27,22399,0.8293321132659912,,,
28,22449,,0.7740471959114075,,
28,22499,,0.7751551866531372,,
28,22549,,0.7796347141265869,,
28,22599,,0.7301568388938904,,
28,22649,,0.7244933843612671,,
28,22699,,0.7605400681495667,,
28,22749,,0.900351881980896,,
28,22799,,0.8429152965545654,,
28,22849,,0.7300617694854736,,
28,22899,,0.8577667474746704,,
28,22949,,0.7747183442115784,,
28,22999,,0.9446327090263367,,
28,23049,,0.7463474869728088,,
28,23099,,0.8000949621200562,,
28,23149,,0.7231819033622742,,
28,23199,,0.8653285503387451,,
28,23199,,,0.7174059748649597,1.6227726936340332
28,23199,0.7938433885574341,,,
29,23249,,0.7724106311798096,,
29,23299,,0.7495720982551575,,
29,23349,,0.7894698977470398,,
29,23399,,0.7516992688179016,,
29,23449,,0.8528702259063721,,
29,23499,,0.8030247688293457,,
29,23549,,0.7604186534881592,,
29,23599,,0.7666606307029724,,
29,23649,,0.7250316143035889,,
29,23699,,0.8149569034576416,,
29,23749,,0.7603158354759216,,
29,23799,,0.7201784253120422,,
29,23849,,0.6997588276863098,,
29,23899,,0.7384793162345886,,
29,23949,,0.8255123496055603,,
29,23999,,0.7257576584815979,,
29,23999,,,0.7187699675559998,1.6117295026779175
29,23999,0.7607759237289429,,,
30,24049,,0.7809841632843018,,
30,24099,,0.6743218898773193,,
30,24149,,0.6085708737373352,,
30,24199,,0.6721683144569397,,
30,24249,,0.6142781376838684,,
30,24299,,0.7748662829399109,,
30,24349,,0.7066561579704285,,
30,24399,,0.6548400521278381,,
30,24449,,0.7449265122413635,,
30,24499,,0.6931445598602295,,
30,24549,,0.7419226169586182,,
30,24599,,0.703391969203949,,
30,24649,,0.7956158518791199,,
30,24699,,0.7974570393562317,,
30,24749,,0.8524314165115356,,
30,24799,,0.6255704164505005,,
30,24799,,,0.720996618270874,1.5999088287353516
30,24799,0.7289479970932007,,,
31,24849,,0.5727781653404236,,
31,24899,,0.62451171875,,
31,24949,,0.7193537950515747,,
31,24999,,0.7547041773796082,,
31,25049,,0.7880899310112,,
31,25099,,0.7021863460540771,,
31,25149,,0.6914698481559753,,
31,25199,,0.6717839241027832,,
31,25249,,0.5774187445640564,,
31,25299,,0.6134877800941467,,
31,25349,,0.7575985789299011,,
31,25399,,0.7013027667999268,,
31,25449,,0.7466064691543579,,
31,25499,,0.6776413917541504,,
31,25549,,0.920165479183197,,
31,25599,,0.7366570830345154,,
31,25599,,,0.721673846244812,1.5949629545211792
31,25599,0.6988698840141296,,,
32,25649,,0.763066291809082,,
32,25699,,0.6881311535835266,,
32,25749,,0.6988660097122192,,
32,25799,,0.6690349578857422,,
32,25849,,0.5893873572349548,,
32,25899,,0.6957754492759705,,
32,25949,,0.7557113170623779,,
32,25999,,0.661521315574646,,
32,26049,,0.6802032589912415,,
32,26099,,0.6762981414794922,,
32,26149,,0.7042604684829712,,
32,26199,,0.7039287090301514,,
32,26249,,0.6393760442733765,,
32,26299,,0.6780073046684265,,
32,26349,,0.6056755185127258,,
32,26399,,0.7722595930099487,,
32,26399,,,0.7249594330787659,1.583471655845642
32,26399,0.6707336902618408,,,
33,26449,,0.6930667757987976,,
33,26499,,0.5633903741836548,,
33,26549,,0.6285722851753235,,
33,26599,,0.6243280172348022,,
33,26649,,0.6476358771324158,,
33,26699,,0.5677241086959839,,
33,26749,,0.6115447878837585,,
33,26799,,0.6108798980712891,,
33,26849,,0.654875636100769,,
33,26899,,0.646970808506012,,
33,26949,,0.6913171410560608,,
33,26999,,0.6053544878959656,,
33,27049,,0.6990184783935547,,
33,27099,,0.6470840573310852,,
33,27149,,0.6628488302230835,,
33,27199,,0.664365291595459,,
33,27199,,,0.7264693379402161,1.577059030532837
33,27199,0.6440151929855347,,,
34,27249,,0.7128679752349854,,
34,27299,,0.5984865427017212,,
34,27349,,0.6044222712516785,,
34,27399,,0.6516491174697876,,
34,27449,,0.6493701934814453,,
34,27499,,0.7347083687782288,,
34,27549,,0.6128610372543335,,
34,27599,,0.6897594928741455,,
34,27649,,0.6391009092330933,,
34,27699,,0.6352493166923523,,
34,27749,,0.6098536849021912,,
34,27799,,0.6133041977882385,,
34,27849,,0.6588361859321594,,
34,27899,,0.609226644039154,,
34,27949,,0.6485260128974915,,
34,27999,,0.6692071557044983,,
34,27999,,,0.7266020774841309,1.5711525678634644
34,27999,0.6178441047668457,,,
35,28049,,0.5869819521903992,,
35,28099,,0.5880607962608337,,
35,28149,,0.609557032585144,,
35,28199,,0.5574939846992493,,
35,28249,,0.5560517311096191,,
35,28299,,0.5889261364936829,,
35,28349,,0.6152681112289429,,
35,28399,,0.6205911636352539,,
35,28449,,0.6009780168533325,,
35,28499,,0.5666136741638184,,
35,28549,,0.5915248990058899,,
35,28599,,0.526974081993103,,
35,28649,,0.6235062479972839,,
35,28699,,0.524046778678894,,
35,28749,,0.6138355135917664,,
35,28799,,0.5588173270225525,,
35,28799,,,0.7265939116477966,1.5686161518096924
35,28799,0.5936526656150818,,,
36,28849,,0.49964189529418945,,
36,28899,,0.5220770835876465,,
36,28949,,0.5807687044143677,,
36,28999,,0.5347041487693787,,
36,29049,,0.5006961822509766,,
36,29099,,0.5975983738899231,,
36,29149,,0.6010537147521973,,
36,29199,,0.657755434513092,,
36,29249,,0.5886021256446838,,
36,29299,,0.6069936156272888,,
36,29349,,0.5113604068756104,,
36,29399,,0.6120980978012085,,
36,29449,,0.6709359288215637,,
36,29499,,0.5209501385688782,,
36,29549,,0.6422992944717407,,
36,29599,,0.5699903964996338,,
36,29599,,,0.7289423942565918,1.5605441331863403
36,29599,0.5705915689468384,,,
37,29649,,0.4980519413948059,,
37,29699,,0.4363943040370941,,
37,29749,,0.5748971104621887,,
37,29799,,0.5151582360267639,,
37,29849,,0.5464490056037903,,
37,29899,,0.5385112762451172,,
37,29949,,0.5861557722091675,,
37,29999,,0.5798419713973999,,
37,30049,,0.5906413793563843,,
37,30099,,0.5097479820251465,,
37,30149,,0.5972657799720764,,
37,30199,,0.6211279034614563,,
37,30249,,0.5051525831222534,,
37,30299,,0.633074164390564,,
37,30349,,0.5656649470329285,,
37,30399,,0.6025193333625793,,
37,30399,,,0.7304214239120483,1.5540752410888672
37,30399,0.548958420753479,,,
38,30449,,0.4450739920139313,,
38,30499,,0.5375415086746216,,
38,30549,,0.467864453792572,,
38,30599,,0.5474556684494019,,
38,30649,,0.6113206744194031,,
38,30699,,0.5461475253105164,,
38,30749,,0.5396491289138794,,
38,30799,,0.5452719926834106,,
38,30849,,0.5688392519950867,,
38,30899,,0.5362001061439514,,
38,30949,,0.548235297203064,,
38,30999,,0.5457649230957031,,
38,31049,,0.5629457235336304,,
38,31099,,0.49500083923339844,,
38,31149,,0.6090438961982727,,
38,31199,,0.5149393677711487,,
38,31199,,,0.7307168841362,1.5519274473190308
38,31199,0.5281453728675842,,,
39,31249,,0.50227290391922,,
39,31299,,0.4677504599094391,,
39,31349,,0.47140413522720337,,
39,31399,,0.3781002461910248,,
39,31449,,0.44874975085258484,,
39,31499,,0.4762428104877472,,
39,31549,,0.5609984397888184,,
39,31599,,0.49386921525001526,,
39,31649,,0.5262555480003357,,
39,31699,,0.4981630742549896,,
39,31749,,0.5232787728309631,,
39,31799,,0.4748951494693756,,
39,31849,,0.4932684898376465,,
39,31899,,0.4596700668334961,,
39,31949,,0.5684327483177185,,
39,31999,,0.5365926027297974,,
39,31999,,,0.7329301834106445,1.547333002090454
39,31999,0.508249819278717,,,
40,32049,,0.5094645619392395,,
40,32099,,0.5041293501853943,,
40,32149,,0.46873149275779724,,
40,32199,,0.5323191285133362,,
40,32249,,0.47514984011650085,,
40,32299,,0.49596574902534485,,
40,32349,,0.5446469187736511,,
40,32399,,0.4378248453140259,,
40,32449,,0.5090838670730591,,
40,32499,,0.574491024017334,,
40,32549,,0.449678510427475,,
40,32599,,0.46836045384407043,,
40,32649,,0.46211186051368713,,
40,32699,,0.5347985625267029,,
40,32749,,0.45306411385536194,,
40,32799,,0.48674526810646057,,
40,32799,,,0.7334747314453125,1.5448836088180542
40,32799,0.48872339725494385,,,
41,32849,,0.5006574988365173,,
41,32899,,0.49270761013031006,,
41,32949,,0.4332098960876465,,
41,32999,,0.44330498576164246,,
41,33049,,0.5099995136260986,,
41,33099,,0.47785067558288574,,
41,33149,,0.4828752279281616,,
41,33199,,0.5043689012527466,,
41,33249,,0.42881539463996887,,
41,33299,,0.5863388180732727,,
41,33349,,0.487060010433197,,
41,33399,,0.48708969354629517,,
41,33449,,0.5106921195983887,,
41,33499,,0.4937286972999573,,
41,33549,,0.49894657731056213,,
41,33599,,0.5338107347488403,,
41,33599,,,0.73294997215271,1.545026421546936
41,33599,0.4705694317817688,,,
42,33649,,0.4235920310020447,,
42,33699,,0.4931977391242981,,
42,33749,,0.3818873167037964,,
42,33799,,0.5059247016906738,,
42,33849,,0.4326323866844177,,
42,33899,,0.45690861344337463,,
42,33949,,0.4294716715812683,,
42,33999,,0.4992434084415436,,
42,34049,,0.4230799973011017,,
42,34099,,0.4369664192199707,,
42,34149,,0.40113186836242676,,
42,34199,,0.46973633766174316,,
42,34249,,0.5380313992500305,,
42,34299,,0.4271029829978943,,
42,34349,,0.4435049295425415,,
42,34399,,0.5190470814704895,,
42,34399,,,0.7332558631896973,1.5470927953720093
42,34399,0.45368295907974243,,,
43,34449,,0.46470603346824646,,
43,34499,,0.48543304204940796,,
43,34549,,0.3803112208843231,,
43,34599,,0.48622894287109375,,
43,34649,,0.4427754580974579,,
43,34699,,0.5019580125808716,,
43,34749,,0.46011316776275635,,
43,34799,,0.4351876974105835,,
43,34849,,0.4301299452781677,,
43,34899,,0.4572189450263977,,
43,34949,,0.47443222999572754,,
43,34999,,0.41174808144569397,,
43,35049,,0.4453755021095276,,
43,35099,,0.5094684958457947,,
43,35149,,0.5349242091178894,,
43,35199,,0.38815590739250183,,
43,35199,,,0.7352102994918823,1.5423295497894287
43,35199,0.43695589900016785,,,
44,35249,,0.41776522994041443,,
44,35299,,0.41599610447883606,,
44,35349,,0.42026692628860474,,
44,35399,,0.39102086424827576,,
44,35449,,0.41637736558914185,,
44,35499,,0.4207777678966522,,
44,35549,,0.4301902651786804,,
44,35599,,0.4540878236293793,,
44,35649,,0.4215899705886841,,
44,35699,,0.4355425536632538,,
44,35749,,0.4494328796863556,,
44,35799,,0.4348209798336029,,
44,35849,,0.39214348793029785,,
44,35899,,0.3803679645061493,,
44,35949,,0.4222860336303711,,
44,35999,,0.4335521161556244,,
44,35999,,,0.7345706820487976,1.5459507703781128
44,35999,0.42184150218963623,,,
45,36049,,0.37916627526283264,,
