epoch,step,test_acc,train_loss_epoch,train_loss_step,val_acc,val_loss
5,4799,,1.3839198350906372,,,
6,4849,,,1.2237341403961182,,
6,4899,,,1.2946090698242188,,
6,4949,,,1.2854127883911133,,
6,4999,,,1.4450201988220215,,
6,5049,,,1.1409313678741455,,
6,5099,,,1.037703275680542,,
6,5149,,,1.3294751644134521,,
6,5199,,,1.1792500019073486,,
6,5249,,,1.2111905813217163,,
6,5299,,,1.216269850730896,,
6,5349,,,1.1878879070281982,,
6,5399,,,1.0913851261138916,,
6,5449,,,1.243691325187683,,
6,5499,,,1.1070939302444458,,
6,5549,,,1.307233214378357,,
6,5599,,,1.1791774034500122,,
6,5599,,,,0.8088749647140503,1.1759274005889893
6,5599,,1.1772682666778564,,,
7,5649,,,1.0769405364990234,,
7,5699,,,1.1126065254211426,,
7,5749,,,1.1050188541412354,,
7,5799,,,1.0075865983963013,,
7,5849,,,1.075916051864624,,
7,5899,,,1.052703619003296,,
7,5949,,,0.9020208716392517,,
7,5999,,,0.949308454990387,,
7,6049,,,0.9289026260375977,,
7,6099,,,0.9004291296005249,,
7,6149,,,0.8793937563896179,,
7,6199,,,1.1145374774932861,,
7,6249,,,1.0187948942184448,,
7,6299,,,0.9218137264251709,,
7,6349,,,1.0151383876800537,,
7,6399,,,0.7760205864906311,,
7,6399,,,,0.8271772265434265,1.0553905963897705
7,6399,,1.0034270286560059,,,
8,6449,,,0.8217673301696777,,
8,6499,,,0.9526954889297485,,
8,6549,,,1.000267505645752,,
8,6599,,,0.8224896192550659,,
8,6649,,,0.8992598056793213,,
8,6699,,,0.835401713848114,,
8,6749,,,0.9235999584197998,,
8,6799,,,0.8323069214820862,,
8,6849,,,0.748336136341095,,
8,6899,,,0.8356887698173523,,
8,6949,,,0.8611859083175659,,
8,6999,,,0.7412813901901245,,
8,7049,,,0.7330779433250427,,
8,7099,,,0.9366022348403931,,
8,7149,,,0.9374300837516785,,
8,7199,,,0.9006098508834839,,
8,7199,,,,0.8426992893218994,0.9517450928688049
8,7199,,0.8567070364952087,,,
9,7249,,,0.7831034064292908,,
9,7299,,,0.7096124291419983,,
9,7349,,,0.6503139734268188,,
9,7399,,,0.7592844367027283,,
9,7449,,,0.8750177621841431,,
9,7499,,,0.8443760275840759,,
9,7549,,,0.7956169247627258,,
9,7599,,,0.7419785857200623,,
9,7649,,,0.6810057163238525,,
9,7699,,,0.6387044787406921,,
9,7749,,,0.8351131677627563,,
9,7799,,,0.6041451692581177,,
9,7849,,,0.6413536071777344,,
9,7899,,,0.7362686991691589,,
9,7949,,,0.6791918277740479,,
9,7999,,,0.7064905166625977,,
9,7999,,,,0.8571786284446716,0.8722788095474243
9,7999,,0.7316330671310425,,,
10,8049,,,0.5233408212661743,,
10,8099,,,0.4994159936904907,,
10,8149,,,0.6141846776008606,,
10,8199,,,0.7784968018531799,,
10,8249,,,0.7390947341918945,,
10,8299,,,0.6705304980278015,,
10,8349,,,0.5402386784553528,,
10,8399,,,0.4957444667816162,,
10,8449,,,0.6237608790397644,,
10,8499,,,0.5444003343582153,,
10,8549,,,0.67941814661026,,
10,8599,,,0.5489477515220642,,
10,8649,,,0.5742444396018982,,
10,8699,,,0.6759337782859802,,
10,8749,,,0.6665244698524475,,
10,8799,,,0.5951992869377136,,
10,8799,,,,0.866600513458252,0.8064522743225098
10,8799,,0.6249813437461853,,,
11,8849,,,0.6301975846290588,,
11,8899,,,0.4568813145160675,,
11,8949,,,0.5333628058433533,,
11,8999,,,0.668130099773407,,
11,9049,,,0.4535159170627594,,
11,9099,,,0.4859813451766968,,
11,9149,,,0.5137834548950195,,
11,9199,,,0.5243039727210999,,
11,9249,,,0.4475988447666168,,
11,9299,,,0.48319604992866516,,
11,9349,,,0.5069916248321533,,
11,9399,,,0.5540039539337158,,
11,9449,,,0.6086872220039368,,
11,9499,,,0.6176770925521851,,
11,9549,,,0.48139527440071106,,
11,9599,,,0.5771951675415039,,
11,9599,,,,0.8748021721839905,0.7523770928382874
11,9599,,0.53360515832901,,,
12,9649,,,0.47509247064590454,,
12,9699,,,0.40663114190101624,,
12,9749,,,0.4969612956047058,,
12,9799,,,0.4023077189922333,,
12,9849,,,0.5087274312973022,,
12,9899,,,0.4212360084056854,,
12,9949,,,0.440765380859375,,
12,9999,,,0.45367804169654846,,
12,10049,,,0.5250613689422607,,
12,10099,,,0.5195132493972778,,
12,10149,,,0.5383145213127136,,
12,10199,,,0.37290266156196594,,
12,10249,,,0.34719184041023254,,
12,10299,,,0.5953997373580933,,
12,10349,,,0.42287662625312805,,
12,10399,,,0.43009892106056213,,
12,10399,,,,0.8822034001350403,0.706778883934021
12,10399,,0.45692235231399536,,,
13,10449,,,0.4249805808067322,,
13,10499,,,0.36766713857650757,,
13,10549,,,0.40601685643196106,,
13,10599,,,0.4079405963420868,,
13,10649,,,0.3727443516254425,,
13,10699,,,0.4373805820941925,,
13,10749,,,0.4294570982456207,,
13,10799,,,0.3416059613227844,,
13,10849,,,0.4447581470012665,,
13,10899,,,0.35634127259254456,,
13,10949,,,0.34654852747917175,,
13,10999,,,0.5133761763572693,,
13,11049,,,0.4914308190345764,,
13,11099,,,0.4146069288253784,,
13,11149,,,0.5270901918411255,,
13,11199,,,0.3854619264602661,,
13,11199,,,,0.8878290057182312,0.6730589270591736
13,11199,,0.38798612356185913,,,
14,11249,,,0.26445844769477844,,
14,11299,,,0.3662731647491455,,
14,11349,,,0.25955504179000854,,
14,11399,,,0.3096178472042084,,
14,11449,,,0.2612990140914917,,
14,11499,,,0.365125447511673,,
14,11549,,,0.24457839131355286,,
14,11599,,,0.37038716673851013,,
14,11649,,,0.3323698341846466,,
14,11699,,,0.2803294360637665,,
14,11749,,,0.3192121386528015,,
14,11799,,,0.39386627078056335,,
14,11849,,,0.35029101371765137,,
14,11899,,,0.28944891691207886,,
14,11949,,,0.2574388384819031,,
14,11999,,,0.30895763635635376,,
14,11999,,,,0.8934090733528137,0.6453919410705566
14,11999,,0.33128634095191956,,,
15,12049,,,0.33566489815711975,,
15,12099,,,0.2646830081939697,,
15,12149,,,0.2614031136035919,,
15,12199,,,0.28137338161468506,,
15,12249,,,0.2892022430896759,,
15,12299,,,0.31984615325927734,,
15,12349,,,0.2581663429737091,,
15,12399,,,0.2521315813064575,,
15,12449,,,0.2618510127067566,,
15,12499,,,0.31251105666160583,,
15,12549,,,0.3477097153663635,,
15,12599,,,0.34636855125427246,,
15,12649,,,0.3434058427810669,,
15,12699,,,0.28777652978897095,,
15,12749,,,0.25377029180526733,,
15,12799,,,0.28653740882873535,,
15,12799,,,,0.8975604772567749,0.6275506019592285
15,12799,,0.2859634757041931,,,
16,12849,,,0.21596792340278625,,
16,12899,,,0.2475072294473648,,
16,12949,,,0.26829829812049866,,
16,12999,,,0.27970418334007263,,
16,13049,,,0.19580265879631042,,
16,13099,,,0.2509753704071045,,
16,13149,,,0.22980761528015137,,
16,13199,,,0.3113323748111725,,
16,13249,,,0.28759899735450745,,
16,13299,,,0.23840253055095673,,
16,13349,,,0.2712046205997467,,
16,13399,,,0.21239183843135834,,
16,13449,,,0.21977819502353668,,
16,13499,,,0.19950173795223236,,
16,13549,,,0.194057434797287,,
16,13599,,,0.2271616905927658,,
16,13599,,,,0.903203010559082,0.606251060962677
16,13599,,0.24324387311935425,,,
17,13649,,,0.16573676466941833,,
17,13699,,,0.16963808238506317,,
17,13749,,,0.17329809069633484,,
17,13799,,,0.27674415707588196,,
17,13849,,,0.229995459318161,,
17,13899,,,0.25343137979507446,,
17,13949,,,0.22862306237220764,,
17,13999,,,0.18405643105506897,,
17,14049,,,0.2226361632347107,,
17,14099,,,0.23185212910175323,,
17,14149,,,0.3025733530521393,,
17,14199,,,0.22351054847240448,,
17,14249,,,0.281145840883255,,
17,14299,,,0.2853841781616211,,
17,14349,,,0.1817876547574997,,
17,14399,,,0.23901033401489258,,
17,14399,,,,0.9046359658241272,0.5938735604286194
17,14399,,0.2085174024105072,,,
18,14449,,,0.21718040108680725,,
18,14499,,,0.19560478627681732,,
18,14549,,,0.21508453786373138,,
18,14599,,,0.15345881879329681,,
18,14649,,,0.2325199395418167,,
18,14699,,,0.1579202264547348,,
18,14749,,,0.2014283984899521,,
18,14799,,,0.1840440332889557,,
18,14849,,,0.21223504841327667,,
18,14899,,,0.2503565549850464,,
18,14949,,,0.18302391469478607,,
18,14999,,,0.19689379632472992,,
18,15049,,,0.19982489943504333,,
18,15099,,,0.206961527466774,,
18,15149,,,0.2343313843011856,,
18,15199,,,0.12981584668159485,,
18,15199,,,,0.9075866341590881,0.5849056243896484
18,15199,,0.17905104160308838,,,
19,15249,,,0.159929096698761,,
19,15299,,,0.13261838257312775,,
19,15349,,,0.17504991590976715,,
19,15399,,,0.16104671359062195,,
19,15449,,,0.1358315497636795,,
19,15499,,,0.13531394302845,,
19,15549,,,0.13652540743350983,,
19,15599,,,0.1533643901348114,,
19,15649,,,0.20375469326972961,,
19,15699,,,0.209406778216362,,
19,15749,,,0.1957278847694397,,
19,15799,,,0.1669515073299408,,
19,15849,,,0.156611829996109,,
19,15899,,,0.20106665790081024,,
19,15949,,,0.16128940880298615,,
19,15999,,,0.11677857488393784,,
19,15999,,,,0.9104634523391724,0.5699941515922546
19,15999,,0.15651394426822662,,,
20,16049,,,0.12002288550138474,,
20,16099,,,0.0976090133190155,,
20,16149,,,0.15441761910915375,,
20,16199,,,0.10383834689855576,,
20,16249,,,0.10675634443759918,,
20,16299,,,0.1305604875087738,,
20,16349,,,0.12978239357471466,,
20,16399,,,0.13846495747566223,,
20,16449,,,0.12535223364830017,,
20,16499,,,0.09935370087623596,,
20,16549,,,0.10493230819702148,,
20,16599,,,0.1262434720993042,,
20,16649,,,0.1595282107591629,,
20,16699,,,0.15621216595172882,,
20,16749,,,0.12893909215927124,,
20,16799,,,0.10545521974563599,,
20,16799,,,,0.9123403429985046,0.5675685405731201
20,16799,,0.1356123834848404,,,
21,16849,,,0.11777029931545258,,
21,16899,,,0.1173856258392334,,
21,16949,,,0.11781715601682663,,
21,16999,,,0.09859756380319595,,
21,17049,,,0.0854417160153389,,
21,17099,,,0.10077792406082153,,
21,17149,,,0.10843867063522339,,
21,17199,,,0.12572136521339417,,
21,17249,,,0.14125777781009674,,
21,17299,,,0.10700735449790955,,
21,17349,,,0.126891627907753,,
21,17399,,,0.13114044070243835,,
21,17449,,,0.11491865664720535,,
21,17499,,,0.11295418441295624,,
21,17549,,,0.11834365129470825,,
21,17599,,,0.0791049599647522,,
21,17599,,,,0.9133865237236023,0.5691950917243958
21,17599,,0.12061876058578491,,,
22,17649,,,0.11709793657064438,,
22,17699,,,0.08448847383260727,,
22,17749,,,0.12370583415031433,,
22,17799,,,0.07825937867164612,,
22,17849,,,0.08917232602834702,,
22,17899,,,0.12411712110042572,,
22,17949,,,0.08848518133163452,,
22,17999,,,0.09560976177453995,,
22,18049,,,0.09235699474811554,,
22,18099,,,0.11393473297357559,,
22,18149,,,0.10038847476243973,,
22,18199,,,0.1557733714580536,,
22,18249,,,0.13564378023147583,,
22,18299,,,0.09845350682735443,,
22,18349,,,0.09770568460226059,,
22,18399,,,0.12276279181241989,,
22,18399,,,,0.9135984182357788,0.5680881142616272
22,18399,,0.10750263929367065,,,
23,18449,,,0.09414108842611313,,
23,18499,,,0.12275654822587967,,
23,18549,,,0.045206863433122635,,
23,18599,,,0.0907735675573349,,
23,18649,,,0.07752203196287155,,
23,18699,,,0.0964704155921936,,
23,18749,,,0.08640849590301514,,
23,18799,,,0.10389495640993118,,
23,18849,,,0.0733555480837822,,
23,18899,,,0.0885012298822403,,
23,18949,,,0.09269939363002777,,
23,18999,,,0.1192893236875534,,
23,19049,,,0.09646105766296387,,
23,19099,,,0.10103007405996323,,
23,19149,,,0.11632661521434784,,
23,19199,,,0.08828787505626678,,
23,19199,,,,0.9165522456169128,0.5606692433357239
23,19199,,0.09683801978826523,,,
24,19249,,,0.1098896935582161,,
24,19299,,,0.10009235888719559,,
24,19349,,,0.13571697473526,,
24,19399,,,0.07257296144962311,,
24,19449,,,0.06997653841972351,,
24,19499,,,0.07969166338443756,,
24,19549,,,0.07499398291110992,,
24,19599,,,0.11403906345367432,,
24,19649,,,0.08280017971992493,,
24,19699,,,0.10544505715370178,,
24,19749,,,0.06829887628555298,,
24,19799,,,0.13128602504730225,,
24,19849,,,0.0898626446723938,,
24,19899,,,0.1252627968788147,,
24,19949,,,0.10941373556852341,,
24,19999,,,0.09633158892393112,,
24,19999,,,,0.9173582196235657,0.5608803033828735
24,19999,,0.08811436593532562,,,
25,20049,,,0.09490744769573212,,
25,20099,,,0.0843426063656807,,
25,20149,,,0.04703165218234062,,
25,20199,,,0.08003132790327072,,
25,20249,,,0.0521976612508297,,
25,20299,,,0.10498762875795364,,
25,20349,,,0.07521461695432663,,
25,20399,,,0.07862231135368347,,
25,20449,,,0.11365818977355957,,
25,20499,,,0.09488839656114578,,
25,20549,,,0.05781731754541397,,
25,20599,,,0.07986609637737274,,
25,20649,,,0.0941336527466774,,
25,20699,,,0.08973265439271927,,
25,20749,,,0.11148349940776825,,
25,20799,,,0.07208956778049469,,
25,20799,,,,0.9183080196380615,0.5683028697967529
25,20799,,0.07951200753450394,,,
26,20849,,,0.06763547658920288,,
26,20899,,,0.08934251219034195,,
26,20949,,,0.08004935830831528,,
26,20999,,,0.060870494693517685,,
26,21049,,,0.08209991455078125,,
26,21099,,,0.06912918388843536,,
26,21149,,,0.05876019969582558,,
26,21199,,,0.08528680354356766,,
26,21249,,,0.07574322819709778,,
26,21299,,,0.043759748339653015,,
26,21349,,,0.07022817432880402,,
26,21399,,,0.07287754118442535,,
26,21449,,,0.0756528452038765,,
26,21499,,,0.08114083111286163,,
26,21549,,,0.11613515764474869,,
26,21599,,,0.07161036878824234,,
26,21599,,,,0.9188336133956909,0.5654406547546387
26,21599,,0.07357866317033768,,,
27,21649,,,0.04587357118725777,,
27,21699,,,0.09250398725271225,,
27,21749,,,0.053268466144800186,,
27,21799,,,0.05371243134140968,,
27,21849,,,0.05629611760377884,,
27,21899,,,0.06838680803775787,,
27,21949,,,0.0698501318693161,,
27,21999,,,0.11228485405445099,,
27,22049,,,0.06390274316072464,,
27,22099,,,0.0634915754199028,,
27,22149,,,0.0546119399368763,,
27,22199,,,0.06807813793420792,,
27,22249,,,0.07053358107805252,,
27,22299,,,0.05384080484509468,,
27,22349,,,0.06842025369405746,,
27,22399,,,0.09673251956701279,,
27,22399,,,,0.9195825457572937,0.5580686926841736
27,22399,,0.06872420012950897,,,
28,22449,,,0.0726146250963211,,
28,22499,,,0.05726265534758568,,
28,22549,,,0.060357920825481415,,
28,22599,,,0.034442681819200516,,
28,22649,,,0.05415169522166252,,
28,22699,,,0.05126326158642769,,
28,22749,,,0.06241094693541527,,
28,22799,,,0.07683409005403519,,
28,22849,,,0.08958221226930618,,
28,22899,,,0.09651589393615723,,
28,22949,,,0.03379157930612564,,
28,22999,,,0.06346625089645386,,
28,23049,,,0.08361262828111649,,
28,23099,,,0.06379693746566772,,
28,23149,,,0.056283384561538696,,
28,23199,,,0.073499895632267,,
28,23199,,,,0.9207925796508789,0.5639342069625854
28,23199,,0.06285464018583298,,,
29,23249,,,0.04735376685857773,,
29,23299,,,0.022189199924468994,,
29,23349,,,0.08186152577400208,,
29,23399,,,0.06193707883358002,,
29,23449,,,0.0703812763094902,,
29,23499,,,0.05387633293867111,,
29,23549,,,0.03931984305381775,,
29,23599,,,0.05534636601805687,,
29,23649,,,0.08389580994844437,,
29,23699,,,0.06683913618326187,,
29,23749,,,0.0640580877661705,,
29,23799,,,0.06087074428796768,,
29,23849,,,0.05585310235619545,,
29,23899,,,0.05431772768497467,,
29,23949,,,0.04924449324607849,,
29,23999,,,0.05713116005063057,,
29,23999,,,,0.9211505651473999,0.5555042028427124
29,23999,,0.06061184033751488,,,
30,24049,,,0.062440186738967896,,
30,24099,,,0.06465510278940201,,
30,24149,,,0.05619659647345543,,
30,24199,,,0.05638154223561287,,
30,24249,,,0.037094470113515854,,
30,24299,,,0.04841330274939537,,
30,24349,,,0.052093155682086945,,
30,24399,,,0.05049548298120499,,
30,24449,,,0.051817987114191055,,
30,24499,,,0.060720860958099365,,
30,24549,,,0.054440055042505264,,
30,24599,,,0.05227156728506088,,
30,24649,,,0.0588638000190258,,
30,24699,,,0.06192305311560631,,
30,24749,,,0.06590675562620163,,
30,24799,,,0.07466533780097961,,
30,24799,,,,0.9221647381782532,0.5579413771629333
30,24799,,0.056503038853406906,,,
31,24849,,,0.03916778042912483,,
31,24899,,,0.034591447561979294,,
31,24949,,,0.03540843725204468,,
31,24999,,,0.07736805826425552,,
31,25049,,,0.05259226635098457,,
31,25099,,,0.029694192111492157,,
31,25149,,,0.04674210399389267,,
31,25199,,,0.042654093354940414,,
31,25249,,,0.03456801548600197,,
31,25299,,,0.049485351890325546,,
31,25349,,,0.06444451212882996,,
31,25399,,,0.04239840433001518,,
31,25449,,,0.08691408485174179,,
31,25499,,,0.061145178973674774,,
31,25549,,,0.0789758563041687,,
31,25599,,,0.03925958275794983,,
31,25599,,,,0.9223944544792175,0.5653246641159058
31,25599,,0.05257062986493111,,,
32,25649,,,0.06601037830114365,,
32,25699,,,0.03200326859951019,,
32,25749,,,0.028114771470427513,,
32,25799,,,0.0590701550245285,,
32,25849,,,0.02177322655916214,,
32,25899,,,0.02294223941862583,,
32,25949,,,0.06098023056983948,,
32,25999,,,0.06361156702041626,,
32,26049,,,0.06086482107639313,,
32,26099,,,0.08280117064714432,,
32,26149,,,0.03252797946333885,,
32,26199,,,0.04950910434126854,,
32,26249,,,0.03941910341382027,,
32,26299,,,0.10959302634000778,,
32,26349,,,0.028817396610975266,,
32,26399,,,0.08321643620729446,,
32,26399,,,,0.9239059686660767,0.5650476217269897
32,26399,,0.0512651689350605,,,
33,26449,,,0.07409223914146423,,
33,26499,,,0.06578725576400757,,
33,26549,,,0.06175507977604866,,
33,26599,,,0.05820152908563614,,
33,26649,,,0.07901043444871902,,
33,26699,,,0.03958537429571152,,
33,26749,,,0.038837019354104996,,
33,26799,,,0.057555343955755234,,
33,26849,,,0.03292875736951828,,
33,26899,,,0.06250283867120743,,
33,26949,,,0.06468911468982697,,
33,26999,,,0.033498797565698624,,
33,27049,,,0.07734331488609314,,
33,27099,,,0.059939414262771606,,
33,27149,,,0.09035506844520569,,
33,27199,,,0.03929251432418823,,
33,27199,,,,0.922797679901123,0.5679095983505249
33,27199,,0.04702303931117058,,,
34,27249,,,0.025314005091786385,,
34,27299,,,0.042413946241140366,,
34,27349,,,0.0459245890378952,,
34,27399,,,0.0665772408246994,,
34,27449,,,0.06546370685100555,,
34,27499,,,0.08109244704246521,,
34,27549,,,0.04814167693257332,,
34,27599,,,0.058073461055755615,,
34,27649,,,0.04947676882147789,,
34,27699,,,0.06822708994150162,,
34,27749,,,0.031335823237895966,,
34,27799,,,0.06304589658975601,,
34,27849,,,0.034684695303440094,,
34,27899,,,0.03894924744963646,,
34,27949,,,0.06153210997581482,,
34,27999,,,0.04314730316400528,,
34,27999,,,,0.9243394732475281,0.5549816489219666
34,27999,,0.04606541618704796,,,
35,28049,,,0.029654281213879585,,
35,28099,,,0.041648756712675095,,
35,28149,,,0.034090396016836166,,
35,28199,,,0.04945403337478638,,
35,28249,,,0.038985706865787506,,
35,28299,,,0.04275408759713173,,
35,28349,,,0.022158240899443626,,
35,28399,,,0.07513091713190079,,
35,28449,,,0.04939733445644379,,
35,28499,,,0.01779107376933098,,
35,28549,,,0.06205572187900543,,
35,28599,,,0.03208285570144653,,
35,28649,,,0.07477676123380661,,
35,28699,,,0.05413101613521576,,
35,28749,,,0.027184534817934036,,
35,28799,,,0.03229139745235443,,
35,28799,,,,0.9249757528305054,0.5590896010398865
35,28799,,0.043353211134672165,,,
36,28849,,,0.03151511400938034,,
36,28899,,,0.05077289044857025,,
36,28949,,,0.04959417134523392,,
36,28999,,,0.06831931322813034,,
36,29049,,,0.04090174287557602,,
36,29099,,,0.07278747856616974,,
36,29149,,,0.06324922293424606,,
36,29199,,,0.04682233929634094,,
36,29249,,,0.04702289402484894,,
36,29299,,,0.04388535022735596,,
36,29349,,,0.03741147741675377,,
36,29399,,,0.026607252657413483,,
36,29449,,,0.032758574932813644,,
36,29499,,,0.02964957058429718,,
36,29549,,,0.036712247878313065,,
36,29599,,,0.0742696151137352,,
36,29599,,,,0.9251158237457275,0.5633147954940796
36,29599,,0.041458841413259506,,,
37,29649,,,0.03549683839082718,,
37,29699,,,0.04658893495798111,,
37,29749,,,0.045177362859249115,,
37,29799,,,0.032566510140895844,,
37,29849,,,0.016026489436626434,,
37,29899,,,0.030611451715230942,,
37,29949,,,0.045427076518535614,,
37,29999,,,0.03997276350855827,,
37,30049,,,0.040776826441287994,,
37,30099,,,0.052750229835510254,,
37,30149,,,0.06295055150985718,,
37,30199,,,0.02228406071662903,,
37,30249,,,0.03295303136110306,,
37,30299,,,0.036267172545194626,,
37,30349,,,0.048943180590867996,,
37,30399,,,0.026362616568803787,,
37,30399,,,,0.9263854622840881,0.5621767640113831
37,30399,,0.03966092690825462,,,
38,30449,,,0.036951012909412384,,
38,30499,,,0.020179705694317818,,
38,30549,,,0.04152977839112282,,
38,30599,,,0.03907543048262596,,
38,30649,,,0.023970486596226692,,
38,30699,,,0.04016922041773796,,
38,30749,,,0.03934444487094879,,
38,30799,,,0.07664252072572708,,
38,30849,,,0.05364825204014778,,
38,30899,,,0.05085121467709541,,
38,30949,,,0.057081036269664764,,
38,30999,,,0.036005303263664246,,
38,31049,,,0.06888468563556671,,
38,31099,,,0.02928251214325428,,
38,31149,,,0.0348692461848259,,
38,31199,,,0.06675411015748978,,
38,31199,,,,0.9260079860687256,0.5676490068435669
38,31199,,0.03925830125808716,,,
39,31249,,,0.04688271880149841,,
39,31299,,,0.05206814780831337,,
39,31349,,,0.032038699835538864,,
39,31399,,,0.021993489935994148,,
39,31449,,,0.025906864553689957,,
39,31499,,,0.03339080512523651,,
39,31549,,,0.07324745506048203,,
39,31599,,,0.035219527781009674,,
39,31649,,,0.026275483891367912,,
39,31699,,,0.054401591420173645,,
39,31749,,,0.0413007028400898,,
39,31799,,,0.03654875606298447,,
39,31849,,,0.024696797132492065,,
39,31899,,,0.011807450093328953,,
39,31949,,,0.024664031341671944,,
39,31999,,,0.03739996999502182,,
39,31999,,,,0.9262286424636841,0.5704291462898254
39,31999,,0.0357569195330143,,,
40,32049,,,0.021768497303128242,,
40,32099,,,0.04615012928843498,,
40,32149,,,0.028364766389131546,,
40,32199,,,0.04272506386041641,,
40,32249,,,0.023928504437208176,,
40,32299,,,0.026207054033875465,,
40,32349,,,0.05584253743290901,,
40,32399,,,0.03812074288725853,,
40,32449,,,0.06102185696363449,,
40,32499,,,0.042108237743377686,,
40,32549,,,0.03977120667695999,,
40,32599,,,0.034824829548597336,,
40,32649,,,0.04676629602909088,,
40,32699,,,0.029712777584791183,,
40,32749,,,0.0411747582256794,,
40,32799,,,0.04803650081157684,,
40,32799,,,,0.9271648526191711,0.5649903416633606
40,32799,,0.03522806242108345,,,
41,32849,,,0.037910617887973785,,
41,32899,,,0.026043960824608803,,
41,32949,,,0.027596691623330116,,
41,32999,,,0.022129368036985397,,
41,33049,,,0.022415252402424812,,
41,33099,,,0.022002756595611572,,
41,33149,,,0.024975601583719254,,
41,33199,,,0.03554563596844673,,
41,33249,,,0.036399032920598984,,
41,33299,,,0.019414788112044334,,
41,33349,,,0.03311493247747421,,
41,33399,,,0.022735482081770897,,
41,33449,,,0.04136662930250168,,
41,33499,,,0.011846456676721573,,
41,33549,,,0.03592764958739281,,
41,33599,,,0.030707549303770065,,
41,33599,,,,0.9276756644248962,0.5669546127319336
41,33599,,0.033813197165727615,,,
42,33649,,,0.07111306488513947,,
42,33699,,,0.01846032217144966,,
42,33749,,,0.0233218502253294,,
42,33799,,,0.030204778537154198,,
