epoch,train_loss,train_acc,val_loss,val_acc
1,1.9146348330378533,0.29685,2.0286004865169525,0.3277
2,1.6402602398395538,0.40135,1.6009186720848083,0.4202
3,1.4559095460176468,0.473575,1.434856916666031,0.4846
4,1.3039594119787217,0.52915,1.3113335192203521,0.529
5,1.203169022798538,0.56965,1.2864325553178788,0.5506
6,1.131545519530773,0.599825,1.1538970255851746,0.5938
7,1.0559753593802452,0.627025,1.111672186255455,0.6224
8,1.010455232411623,0.64275,1.1098030668497085,0.6371
9,0.9603065925836564,0.660925,1.0258791548013688,0.655
10,0.9179219630360603,0.676625,0.9562315398454666,0.6706
11,0.8969965711236,0.687025,0.8850043666362762,0.6866
12,0.859742287248373,0.69765,0.918298316001892,0.6819
13,0.8325381362438202,0.708275,0.9539779877662659,0.675
14,0.826465705782175,0.711525,0.9807362401485443,0.6828
15,0.7877376055717469,0.727175,0.841815904378891,0.7087
16,0.7695268442481756,0.7305,0.7659724271297454,0.7359
17,0.7372646465152503,0.742825,0.7856337457895279,0.7306
18,0.7244988220185041,0.744725,0.8248460006713867,0.7153
19,0.7016781897097826,0.7549,0.7670036685466767,0.7347
20,0.6779027989506722,0.7611,0.7479719018936157,0.7424
21,0.6813387086242437,0.763125,0.7607506263256073,0.735
22,0.6442461923509836,0.774575,0.7648214998841286,0.7408
23,0.6426795852184296,0.776975,0.698397881090641,0.7591
24,0.6271898988634348,0.780575,0.7075678551197052,0.7603
25,0.6179815636575222,0.782425,0.7311379984021187,0.7577
26,0.6008439065515995,0.79025,0.6879222998023033,0.7644
27,0.5963357522338629,0.7903,0.73430997133255,0.7564
28,0.5857666080445051,0.7946,0.7035838109254837,0.7666
29,0.5668565353006124,0.801825,0.7154725301265716,0.756
30,0.5575917720794678,0.8048,0.6771830746531486,0.775
31,0.5519545473158359,0.8075,0.6661753275990486,0.7715
32,0.5515176722407341,0.807075,0.6303404027223587,0.7806
33,0.52707460321486,0.8172,0.6276988333463669,0.7871
34,0.5170968156307936,0.81785,0.6587849566340447,0.7825
35,0.5121320806443691,0.821775,0.589258888065815,0.7993
36,0.504906650185585,0.8235,0.5913304802775383,0.7996
37,0.4933127595484257,0.827125,0.5892308935523033,0.8049
38,0.49331923104822634,0.8287,0.5748286196589469,0.8069
39,0.4804876485094428,0.83305,0.5908813026547431,0.7963
40,0.4823819524049759,0.8311,0.5772232869267464,0.8049
41,0.461845207773149,0.8383,0.5942182958126068,0.7973
42,0.45210788160562515,0.8428,0.5897343507409096,0.7998
43,0.46423661515116693,0.837625,0.5847467911243439,0.8049
44,0.4455496270209551,0.84355,0.5756727704405784,0.8079
45,0.4462435784563422,0.84385,0.6002123922109603,0.8029
46,0.4378819566965103,0.84785,0.5589872083067894,0.8147
47,0.4329122293740511,0.85095,0.5808134669065476,0.8048
48,0.42834989197552203,0.84865,0.5602568998932839,0.8137
49,0.4272258321940899,0.8518,0.5565390819311142,0.815
50,0.41272084720432756,0.856675,0.5626229736208915,0.8163
